symbol-id,category-id,grammar,rated,tags,symbol-en,category-en,symbol-fr,category-fr
113,66,Noun,0,,banquet_buffet,Food Meals and snacks,banquet_buffet,Repas des aliments et des collations
114,55,Noun,0,,bap,Food Breads and baking,bap,Et la cuisson des aliments Breads
115,19,Noun,0,home house,barbeque,Building Garden and farm,barbecue,Jardin Construction et ferme
116,64,Verb,0,cooking,"barbeque_,_to",Food Kitchen actions,"barbecue _, _ à",Nourriture actions cuisine
117,102,Noun,0,,base_rock,Science Eco,base_rock,sciences Eco
118,104,Noun,0,,baseball_base,Sport Accessories,baseball_base,Sport Accessoires
119,104,Noun,0,,baseball_bat,Sport Accessories,batte de baseball,Sport Accessoires
120,103,Noun,0,,baseball_game,Sport,match de baseball,sport
121,104,Noun,0,,baseball_glove,Sport Accessories,gant de baseball,Sport Accessoires
122,103,Noun,0,,baseball_player,Sport,joueur de baseball,sport
123,16,Noun,0,celebration,basket,Building Contents,panier,Sommaire construction
124,16,Noun,0,celebration,basket_2,Building Contents,basket_2,Sommaire construction
125,103,Noun,0,games sport,basketball,Sport,basketball,sport
126,104,Noun,0,,basketball_ball,Sport Accessories,basketball_ball,Sport Accessoires
127,103,Noun,0,,basketball_game,Sport,basketball_game,sport
128,10,Noun,0,animal wild,bat,Animal Mammal,chauve souris,Mammifère
129,16,Noun,0,grooming,bath,Building Contents,une baignoire,Sommaire construction
130,3,VerbComplex,0,action animal,"bath_animal_,_to",Animal Activity Grooming,"bath_animal _, _ à",Toilettage pour animaux Activité
131,16,Noun,0,home house,bath_mat,Building Contents,tapis de bain,Sommaire construction
132,75,Verb,0,grooming,"bathe_,_to",Healthcare Grooming activities,"baignent _, _ à",Santé activités Toilettage
133,50,Noun,0,,battery_1,Electrical General,battery_1,électrique général
134,50,Noun,0,,battery_1a,Electrical General,battery_1a,électrique général
135,50,Noun,0,,battery_2,Electrical General,battery_2,électrique général
136,50,Noun,0,,battery_2a,Electrical General,battery_2a,électrique général
137,79,Noun,0,holiday,beach,Holiday and travel,plage,Vacances et Voyage
138,29,Noun,0,clothes,beach_bag,Clothes Accessories,sac de plage,Vêtements Accessoires
139,79,Noun,0,holiday,beach_towel,Holiday and travel,serviette de plage,Vacances et Voyage
140,83,Noun,0,play toys,beads,Leisure Toys,perles,Jouets loisirs
141,7,Noun,0,animal bird,beak,Animal Features,le bec,Caractéristiques des animaux
142,100,Noun,0,,beaker_1,Science,beaker_1,Science
143,100,Noun,0,,beaker_2,Science,beaker_2,Science
144,83,Noun,0,play toys,beanbag,Leisure Toys,intriqués,Jouets loisirs
145,66,Noun,0,,beans_on_toast,Food Meals and snacks,beans_on_toast,Repas des aliments et des collations
146,73,Noun,0,,beansprouts,Food Vegetables and salads,germes de soja,Légumes et salades alimentaires
147,10,Noun,0,animal mammal wild zoo,bear,Animal Mammal,ours,Mammifère
148,18,Noun,0,,bed_four_poster,Building Furniture,bed_four_poster,Meubles de construction
149,44,Noun,0,calendar diary time,bed_time,Descriptive Time,heure du coucher,Temps descriptif
150,13,Noun,0,insect,bee_bumble,Animal Spiders and Insects,bee_bumble,Araignées et les insectes des animaux
151,13,Noun,0,insect,bee_honey,Animal Spiders and Insects,miel d'abeille,Araignées et les insectes des animaux
152,67,Noun,0,beef food meat,beef,Food Meat,du boeuf,viande alimentaire
153,9,Noun,0,animal,beehive,Animal Habitat,ruche,Habitat animal
154,48,Noun,0,alcohol drink,beer,Drink Type,Bière,Type de boisson
155,9,Noun,0,animal insect,bees_nest,Animal Habitat,bees_nest,Habitat animal
156,13,Noun,0,insect,beetle,Animal Spiders and Insects,scarabée,Araignées et les insectes des animaux
157,73,Noun,0,,beetroot,Food Vegetables and salads,betterave,Légumes et salades alimentaires
158,40,Noun,0,direction position,before,Descriptive Position,avant,Position descriptive
159,39,Noun,0,abstract position,begin_start,Descriptive Direction,begin_start,Direction descriptive
160,40,Noun,0,direction position,behind,Descriptive Position,derrière,Position descriptive
161,16,Noun,0,celebration,bell,Building Contents,cloche,Sommaire construction
162,40,Noun,0,direction position,below,Descriptive Position,au dessous de,Position descriptive
163,30,Noun,0,clothes,belt,Clothes General,ceinture,vêtements général
164,19,Noun,0,gardening,bench,Building Garden and farm,banc,Jardin Construction et ferme
165,100,Noun,0,,bendy,Science,bandé,Science
166,100,Noun,0,,bendy_1,Science,bendy_1,Science
167,62,Noun,0,,berry,Food Fruit,baie,Fruit alimentaire
168,40,Noun,0,direction position,beside_next_to,Descriptive Position,à côté de,Position descriptive
169,40,Noun,0,direction position,between,Descriptive Position,entre,Position descriptive
170,30,Noun,0,clothes,bib,Clothes General,bavoir,vêtements général
171,110,Noun,0,transport travel,bicycle,Transport Road,vélo,Transport routier
172,33,Noun,0,AAC electric,big_mac_switch,Communication Aid,big_mac_switch,aide à la communication
173,79,Noun,0,holiday,big_wheel,Holiday and travel,grande roue,Vacances et Voyage
174,30,Noun,0,clothes swimwear,bikini,Clothes General,bikini,vêtements général
175,16,Noun,0,home house,bin_bag,Building Contents,bin_bag,Sommaire construction
176,16,Noun,0,,bin_bags,Building Contents,sacs poubelle,Sommaire construction
177,80,Noun,0,,bingo,Leisure Games,loto,Jeux loisirs
178,80,Noun,0,,bingo_marker,Leisure Games,bingo_marker,Jeux loisirs
179,5,Noun,0,animal bird pet wild,bird,Animal Birds,oiseau,Oiseaux animaux
180,9,Noun,0,animal bird,bird_bath,Animal Habitat,bird_bath,Habitat animal
181,9,Noun,0,animal bird,bird_cage,Animal Habitat,volière,Habitat animal
182,9,Noun,0,animal bird,bird_feeder,Animal Habitat,mangeoire pour les oiseaux,Habitat animal
183,2,Noun,0,animal bird,bird_seed,Animal Activity Feeding,graines pour oiseaux,Alimentation animale Activité
184,28,Noun,0,celebration food,birthday_cake,Celebration Item,gâteau d'anniversaire,célébration article
185,28,Noun,0,celebration,birthday_card,Celebration Item,carte d'anniversaire,célébration article
186,55,Noun,0,food snack,biscuit_chocolate_chip,Food Breads and baking,biscuit_chocolate_chip,Et la cuisson des aliments Breads
187,55,Noun,0,food snack,biscuits,Food Breads and baking,des biscuits,Et la cuisson des aliments Breads
188,14,Noun,0,,black,Art Colour,noir,art Couleur
189,62,Noun,0,,blackberry,Food Fruit,la mûre,Fruit alimentaire
190,17,Noun,0,class school,blackboard,Building Equipment and devices,tableau noir,Domestiques du bâtiment et appareils
191,48,Noun,0,drink juice,blackcurrant_juice,Drink Type,jus de cassis,Type de boisson
192,62,Noun,0,,blackcurrants,Food Fruit,groseilles,Fruit alimentaire
193,74,Noun,0,,bladder,Healthcare Body parts,vessie,Les parties du corps Santé
194,74,Noun,0,,bladder_kidneys,Healthcare Body parts,bladder_kidneys,Les parties du corps Santé
195,16,Noun,0,,blanket,Building Contents,couverture,Sommaire construction
196,18,Noun,0,,blanket_chest,Building Furniture,blanket_chest,Meubles de construction
197,65,Noun,0,,blender_drinks,Food Kitchen items,blender_drinks,Cuillères de cuisine articles
198,98,Verb,0,celebration Christian,"bless_,_to",Religion General,"bénissez _, _ à",religion générale
199,90,Noun,0,,blind,People Descriptive,aveugle,personnes descriptif
200,90,Noun,0,,blind_2,People Descriptive,blind_2,personnes descriptif
201,16,Noun,0,home house,blinds,Building Contents,stores,Sommaire construction
202,77,Noun,0,clinic health hospital medical,blood_pressure,Healthcare Medical conditions,pression artérielle,Santé Conditions médicales
203,30,Noun,0,clothes,blouse,Clothes General,chemisier,vêtements général
204,14,Noun,0,,blue,Art Colour,bleu,art Couleur
205,14,Noun,0,,blue_dark,Art Colour,bleu fonçé,art Couleur
206,14,Noun,0,,blue_light,Art Colour,lumière bleue,art Couleur
207,76,Noun,0,grooming,blusher,Healthcare Grooming items,fard à joues,articles Santé Toilettage
208,112,Noun,0,transport travel,boat,Transport Water,bateau,Transport par eau
209,30,Noun,0,clothes hat,bobble_hat,Clothes General,bobble_hat,vêtements général
210,103,Noun,0,,boccia,Sport,boccia,sport
211,104,Noun,0,,boccia_chute,Sport Accessories,boccia_chute,Sport Accessoires
212,74,Noun,0,body,body_outline,Healthcare Body parts,body_outline,Les parties du corps Santé
213,107,Noun,0,DIY tools workshop,bolt,Tools Workshop,boulon,Outillage
214,2,Noun,0,animal,bone,Animal Activity Feeding,OS,Alimentation animale Activité
215,74,Noun,0,,bone_2,Healthcare Body parts,bone_2,Les parties du corps Santé
216,19,Noun,0,celebration,bonfire,Building Garden and farm,feu,Jardin Construction et ferme
217,27,Noun,0,celebration,Bonfire_Night,Celebration Event,Bonfire_Night,Réjouissances
218,16,Noun,0,,book_end,Building Contents,book_end,Sommaire construction
219,16,Noun,0,,book_ends,Building Contents,book_ends,Sommaire construction
220,18,Noun,0,,book_shelf,Building Furniture,étagère à livres,Meubles de construction
221,18,Noun,0,,bookcase,Building Furniture,bibliothèque,Meubles de construction
222,30,Noun,0,clothes footwear,bootees,Clothes General,bottillons,vêtements général
223,30,Noun,0,clothes footwear,boots,Clothes General,bottes,vêtements général
224,41,Noun,0,abstract direction position,both,Descriptive Quantity,tous les deux,Quantité descriptive
225,40,Noun,0,direction position,bottom,Descriptive Position,bas,Position descriptive
226,40,Noun,0,abstract adjective position,bottom_2,Descriptive Position,bottom_2,Position descriptive
227,74,Noun,0,,bottom_3,Healthcare Body parts,bottom_3,Les parties du corps Santé
228,29,Noun,0,,bow,Clothes Accessories,arc,Vêtements Accessoires
229,104,Noun,0,games sport,bow_and_arrow,Sport Accessories,arc et des flèches,Sport Accessoires
230,29,Noun,0,,bow_tie,Clothes Accessories,nœud papillon,Vêtements Accessoires
231,65,Noun,0,cooking feeding kitchen,bowl,Food Kitchen items,bol,Cuillères de cuisine articles
232,103,Noun,0,,bowler_1,Sport,bowler_1,sport
233,103,Noun,0,games sport,bowling,Sport,bowling,sport
234,104,Noun,0,,bowling_ball,Sport Accessories,boule de bowling,Sport Accessoires
235,104,Noun,0,,bowling_gutter,Sport Accessories,bowling_gutter,Sport Accessoires
236,104,Noun,0,,bowling_pins,Sport Accessories,bowling_pins,Sport Accessoires
237,104,Noun,0,,bowling_spare,Sport Accessories,bowling_spare,Sport Accessoires
238,104,Noun,0,,bowling_strike,Sport Accessories,bowling_strike,Sport Accessoires
239,30,Noun,0,clothes underwear,boxer_shorts,Clothes General,boxer_shorts,vêtements général
240,97,Noun,0,celebration Christian,Boxing_Day,Religion Festival,Boxing_Day,festival de la religion
241,30,Noun,0,clothes underwear,bra,Clothes General,soutien-gorge,vêtements général
242,31,Noun,0,clothes jewellery,bracelet_1,Clothes Jewellery,bracelet_1,vêtements Bijoux
243,31,Noun,0,clothes jewellery,bracelet_2,Clothes Jewellery,bracelet_2,vêtements Bijoux
244,74,Noun,0,,brain,Healthcare Body parts,cerveau,Les parties du corps Santé
245,94,Noun,0,gardening plant,branch,Plants and Trees,branche,Plantes et les arbres
246,68,Noun,0,,brazil_nut,Food Nuts,noix du Brésil,noix alimentaires
247,55,Noun,0,food,bread,Food Breads and baking,pain,Et la cuisson des aliments Breads
248,55,Noun,0,,bread_crumbs,Food Breads and baking,chapelure,Et la cuisson des aliments Breads
249,55,Noun,0,food,bread_roll,Food Breads and baking,bread_roll,Et la cuisson des aliments Breads
250,55,Noun,0,,bread_roll_2,Food Breads and baking,bread_roll_2,Et la cuisson des aliments Breads
251,55,Noun,0,,bread_roll_3,Food Breads and baking,bread_roll_3,Et la cuisson des aliments Breads
252,55,Noun,0,,bread_roll_filled,Food Breads and baking,bread_roll_filled,Et la cuisson des aliments Breads
253,55,Noun,0,,bread_roll_granary,Food Breads and baking,bread_roll_granary,Et la cuisson des aliments Breads
254,55,Noun,0,,bread_slice,Food Breads and baking,bread_slice,Et la cuisson des aliments Breads
255,55,Noun,0,,bread_sliced,Food Breads and baking,bread_sliced,Et la cuisson des aliments Breads
256,66,Noun,0,,breafkfast_continental_1,Food Meals and snacks,breafkfast_continental_1,Repas des aliments et des collations
257,66,Noun,0,,breafkfast_continental_2,Food Meals and snacks,breafkfast_continental_2,Repas des aliments et des collations
258,66,Noun,0,,breafkfast_fried,Food Meals and snacks,breafkfast_fried,Repas des aliments et des collations
259,43,Verb,0,abstract,"break_,_to",Descriptive State,"briser _, _ à",descriptif État
260,43,Noun,0,abstract,break_2,Descriptive State,BREAK_2,descriptif État
261,64,VerbComplex,0,cooking,"break_egg_,_to",Food Kitchen actions,"break_egg _, _ à",Nourriture actions cuisine
262,117,Noun,0,class office school,break_time_1,Work and School Timetable,break_time_1,Les travaux et le calendrier scolaire
263,117,Noun,0,class school,break_time_2,Work and School Timetable,break_time_2,Les travaux et le calendrier scolaire
264,66,Noun,0,,breakfast_1,Food Meals and snacks,breakfast_1,Repas des aliments et des collations
265,66,Noun,0,,breakfast_2,Food Meals and snacks,breakfast_2,Repas des aliments et des collations
266,66,Noun,0,,breakfast_3,Food Meals and snacks,breakfast_3,Repas des aliments et des collations
267,66,Noun,0,,breakfast_4,Food Meals and snacks,breakfast_4,Repas des aliments et des collations
268,66,Noun,0,,breakfast_5,Food Meals and snacks,breakfast_5,Repas des aliments et des collations
269,66,Noun,0,,breakfast_6,Food Meals and snacks,breakfast_6,Repas des aliments et des collations
270,44,Noun,0,calendar diary time,breakfast_time,Descriptive Time,l'heure du déjeuner,Temps descriptif
271,44,Noun,0,calendar diary time,breakfast_time_1,Descriptive Time,breakfast_time_1,Temps descriptif
272,83,Noun,0,play toys,bricks,Leisure Toys,briques,Jouets loisirs
273,3,Noun,0,animal,bridle,Animal Activity Grooming,bride,Toilettage pour animaux Activité
274,29,Noun,0,clothes,briefcase_1,Clothes Accessories,briefcase_1,Vêtements Accessoires
275,29,Noun,0,clothes,briefcase_2,Clothes Accessories,briefcase_2,Vêtements Accessoires
276,50,Noun,0,,bright,Electrical General,brillant,électrique général
277,43,Noun,0,abstract,bright_room,Descriptive State,bright_room,descriptif État
278,73,Noun,0,,broad_beans,Food Vegetables and salads,fèves,Légumes et salades alimentaires
279,73,Noun,0,food vegetable,broccoli,Food Vegetables and salads,brocoli,Légumes et salades alimentaires
280,43,Noun,0,abstract,broken,Descriptive State,cassé,descriptif État
281,77,Noun,0,,broken_bone,Healthcare Medical conditions,OS cassé,Santé Conditions médicales
282,31,Noun,0,clothes jewellery,brooch,Clothes Jewellery,broche,vêtements Bijoux
283,16,Noun,0,home house,broom,Building Contents,balai,Sommaire construction
284,28,Noun,0,celebration,broomstick,Celebration Item,manche à balai,célébration article
285,93,Noun,0,family relationship relatives,brother,People Relationship,frère,People Relationship
286,14,Noun,0,,brown,Art Colour,marron,art Couleur
287,3,VerbComplex,0,action animal,"brush_animal_,_to",Animal Activity Grooming,"brush_animal _, _ à",Toilettage pour animaux Activité
288,75,VerbComplex,0,grooming,"brush_hair_,_to",Healthcare Grooming activities,"brush_hair _, _ à",Santé activités Toilettage
289,75,VerbComplex,0,grooming,"brush_teeth_,_to",Healthcare Grooming activities,"brush_teeth _, _ à",Santé activités Toilettage
290,73,Noun,0,,brussel_sprouts,Food Vegetables and salads,choux de Bruxelles,Légumes et salades alimentaires
291,76,Noun,0,grooming,bubble_bath,Healthcare Grooming items,bain moussant,articles Santé Toilettage
292,71,Noun,0,,bubble_gum_-_blow,Food Sweets and desserts,bubble_gum _-_ coup,Bonbons alimentaires et desserts
293,83,Noun,0,,bubble_mixture,Leisure Toys,bubble_mixture,Jouets loisirs
294,83,Noun,0,,bubble_wand,Leisure Toys,bubble_wand,Jouets loisirs
295,115,Noun,0,class office school stationery,bubble_wrap,Work and School Stationery,papier bulle,Travail et de la papeterie scolaire
296,83,Noun,0,,bubbles,Leisure Toys,bulles,Jouets loisirs
297,83,Noun,0,play toys,bubbles_blow,Leisure Toys,bubbles_blow,Jouets loisirs
298,83,Noun,0,play toys,bucket,Leisure Toys,seau,Jouets loisirs
299,29,Noun,0,grooming,buckle,Clothes Accessories,Boucle,Vêtements Accessoires
300,94,Noun,0,gardening plant,bud,Plants and Trees,bourgeon,Plantes et les arbres
301,5,Noun,0,animal bird pet,budgie,Animal Birds,perruche,Oiseaux animaux
302,10,Noun,0,animal mammal,buffalo,Animal Mammal,buffle,Mammifère
303,50,Noun,0,,bulb_holder,Electrical General,bulb_holder,électrique général
304,50,Noun,0,,bulb_holder_2,Electrical General,bulb_holder_2,électrique général
305,42,Noun,0,abstract adjective,bumpy,Descriptive Shape,renflement,Forme descriptive
306,55,Noun,0,food,bun_-_hot_cross,Food Breads and baking,petit pain _-_ hot_cross,Et la cuisson des aliments Breads
307,55,Noun,0,,bun_currant,Food Breads and baking,bun_currant,Et la cuisson des aliments Breads
308,18,Noun,0,home house,bunk_beds,Building Furniture,lits superposés,Meubles de construction
309,77,Noun,0,,burn,Healthcare Medical conditions,brûler,Santé Conditions médicales
310,83,Noun,0,play toys transport travel vehicle,bus,Leisure Toys,autobus,Jouets loisirs
311,110,Noun,0,transport travel vehicle,bus_double_decker,Transport Road,bus_double_decker,Transport routier
312,110,Noun,0,transport travel vehicle,bus_single_decker,Transport Road,bus_single_decker,Transport routier
313,94,Noun,0,gardening plant,bush,Plants and Trees,buisson,Plantes et les arbres
314,90,Noun,0,,busy,People Descriptive,occupé,personnes descriptif
315,56,Noun,0,diary food,butter,Food Dairy,beurre,Dairy alimentaire
316,13,Noun,0,insect,butterfly,Animal Spiders and Insects,papillon,Araignées et les insectes des animaux
317,73,Noun,0,,butternut_squash,Food Vegetables and salads,courge butternut,Légumes et salades alimentaires
318,29,Noun,0,clothes,button,Clothes Accessories,bouton,Vêtements Accessoires
319,1,Noun,0,alphabet letter,C,Alphabet,C,Alphabet
320,1,Noun,0,alphabet letter,c_-_lower_case,Alphabet,c _-_ lower_case,Alphabet
321,73,Noun,0,food vegetable,cabbage,Food Vegetables and salads,chou,Légumes et salades alimentaires
322,53,Noun,0,,cable_tv,Electrical TV,télévision par câble,TV électrique
323,94,Noun,0,gardening plant,cactus,Plants and Trees,cactus,Plantes et les arbres
324,59,Noun,0,,cafe,Food Feeding and eating,café,Alimentation alimentaire et manger
325,59,Noun,0,,cafe_2,Food Feeding and eating,cafe_2,Alimentation alimentaire et manger
326,9,Noun,0,animal,cage,Animal Habitat,cage,Habitat animal
327,55,Noun,0,dessert food,cake,Food Breads and baking,gâteau,Et la cuisson des aliments Breads
328,55,Noun,0,,cake_bar,Food Breads and baking,cake_bar,Et la cuisson des aliments Breads
329,65,Noun,0,cooking,cake_case,Food Kitchen items,cake_case,Cuillères de cuisine articles
330,55,Noun,0,,cake_cup_cake,Food Breads and baking,cake_cup_cake,Et la cuisson des aliments Breads
