symbol-id,symbol,grammar,category-id,category,rated,tags
43,antilope,Noun,10,Mammifère,0,animal mammal wild zoo
44,Pomme,Noun,62,Fruit alimentaire,0,
45,jus de pomme,Noun,48,Type de boisson,0,drink juice
46,abricot,Noun,62,Fruit alimentaire,0,food fruit
47,tablier,Noun,107,Outillage,0,DIY tools workshop
48,aquarium,Noun,9,Habitat animal,0,animal
49,arch_lever_file,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
50,tir à l'arc,Noun,103,sport,0,games sport
51,archery_target,Noun,104,Sport Accessoires,0,games sport
52,bras,Noun,74,Les parties du corps Santé,0,body
53,fauteuil,Noun,18,Meubles de construction,0,
54,bras,Noun,74,Les parties du corps Santé,0,body
55,"armwrestle _, _ à",Verb,80,Jeux loisirs,0,
56,army_tank,Noun,84,Militaire,0,transport travel vehicle
57,autour,Noun,39,Direction descriptive,0,direction position
58,Touches directionnelles,Noun,36,Icône d'ordinateur,0,
59,art,Noun,15,Making Art,0,class school
60,classe d'art plastique,Noun,117,Les travaux et le calendrier scolaire,0,class school
61,salle d'art,Noun,24,Établissement scolaire,0,class school
62,artichaut,Noun,73,Légumes et salades alimentaires,0,
63,artist_palette,Noun,15,Making Art,0,
64,Mercredi des Cendres,Noun,97,festival de la religion,0,celebration Christian
65,asperges,Noun,73,Légumes et salades alimentaires,0,food vegetable
66,Assemblée,Noun,117,Les travaux et le calendrier scolaire,0,class school
67,at_key,Noun,36,Icône d'ordinateur,0,
68,atome,Noun,100,Science,0,
69,aubergine,Noun,73,Légumes et salades alimentaires,0,
70,aunt_maternal,Noun,93,People Relationship,0,family relationship relatives
71,aunt_paternal,Noun,93,People Relationship,0,family relationship relatives
72,auroscope,Noun,78,Santé Produits médicaux,0,clinic health hospital medical
73,l'automne,Noun,44,Temps descriptif,0,calendar diary season time
74,Avocat,Noun,73,Légumes et salades alimentaires,0,food vegetable
75,éveillé,Noun,43,descriptif État,0,
76,une façon,Noun,39,Direction descriptive,0,direction position
77,B,Noun,1,Alphabet,0,alphabet letter
78,b _-_ lower_case,Noun,1,Alphabet,0,alphabet letter
79,bébé,Noun,90,personnes descriptif,0,grooming
80,huile pour bébé,Noun,76,articles Santé Toilettage,0,
81,poudre pour bébé,Noun,76,articles Santé Toilettage,0,grooming
82,retour,Noun,74,Les parties du corps Santé,0,body
83,back_1,Noun,74,Les parties du corps Santé,0,body
84,mal au dos,Noun,77,Santé Conditions médicales,0,clinic health hospital medical
85,jardin à l'arrière,Noun,19,Jardin Construction et ferme,0,animal gardening
86,filet de sécurité,Noun,104,Sport Accessoires,0,
87,en arrière,Noun,39,Direction descriptive,0,direction position
88,Bacon,Noun,67,viande alimentaire,0,food meat pork
89,mal,Noun,43,descriptif État,0,
90,blaireau,Noun,10,Mammifère,0,animal wild
91,badger_2,Noun,10,Mammifère,0,animal wild
92,badminton,Noun,103,sport,0,games sport
93,raquette de badminton,Noun,104,Sport Accessoires,0,games sport
94,beignet,Noun,55,Et la cuisson des aliments Breads,0,
95,bagel_2,Noun,55,Et la cuisson des aliments Breads,0,
96,"cuire au four _, _ à",Verb,64,Nourriture actions cuisine,0,cooking
97,baked_beans,Noun,73,Légumes et salades alimentaires,0,
98,baked_beans_2,Noun,73,Légumes et salades alimentaires,0,
99,baker_1a,Noun,92,personnes Profession,0,job people profession work
100,baker_1b,Noun,92,personnes Profession,0,job people profession work
101,baker_2a,Noun,92,personnes Profession,0,job people profession work
102,baker_2b,Noun,92,personnes Profession,0,job people profession work
103,levure,Noun,55,Et la cuisson des aliments Breads,0,
104,plaque de cuisson,Noun,65,Cuillères de cuisine articles,0,cooking kitchen
105,Balle,Noun,83,Jouets loisirs,0,play toys
106,ball_beach,Noun,83,Jouets loisirs,0,
107,piscine à balles,Noun,83,Jouets loisirs,0,
108,ballon,Noun,28,célébration article,0,celebration
109,banane,Noun,62,Fruit alimentaire,0,food fruit
110,banana_bunch,Noun,62,Fruit alimentaire,0,
111,banque,Noun,85,Argent,0,finance money
112,carte bancaire,Noun,85,Argent,0,finance money
113,banquet_buffet,Noun,66,Repas des aliments et des collations,0,
114,bap,Noun,55,Et la cuisson des aliments Breads,0,
115,barbecue,Noun,19,Jardin Construction et ferme,0,home house
116,"barbecue _, _ à",Verb,64,Nourriture actions cuisine,0,cooking
117,base_rock,Noun,102,sciences Eco,0,
118,baseball_base,Noun,104,Sport Accessoires,0,
119,batte de baseball,Noun,104,Sport Accessoires,0,
120,match de baseball,Noun,103,sport,0,
121,gant de baseball,Noun,104,Sport Accessoires,0,
122,joueur de baseball,Noun,103,sport,0,
123,panier,Noun,16,Sommaire construction,0,celebration
124,basket_2,Noun,16,Sommaire construction,0,celebration
125,basketball,Noun,103,sport,0,games sport
126,basketball_ball,Noun,104,Sport Accessoires,0,
127,basketball_game,Noun,103,sport,0,
128,chauve souris,Noun,10,Mammifère,0,animal wild
129,une baignoire,Noun,16,Sommaire construction,0,grooming
130,"bath_animal _, _ à",VerbComplex,3,Toilettage pour animaux Activité,0,action animal
131,tapis de bain,Noun,16,Sommaire construction,0,home house
132,"baignent _, _ à",Verb,75,Santé activités Toilettage,0,grooming
133,battery_1,Noun,50,électrique général,0,
134,battery_1a,Noun,50,électrique général,0,
135,battery_2,Noun,50,électrique général,0,
136,battery_2a,Noun,50,électrique général,0,
137,plage,Noun,79,Vacances et Voyage,0,holiday
138,sac de plage,Noun,29,Vêtements Accessoires,0,clothes
139,serviette de plage,Noun,79,Vacances et Voyage,0,holiday
140,perles,Noun,83,Jouets loisirs,0,play toys
141,le bec,Noun,7,Caractéristiques des animaux,0,animal bird
142,beaker_1,Noun,100,Science,0,
143,beaker_2,Noun,100,Science,0,
144,intriqués,Noun,83,Jouets loisirs,0,play toys
145,beans_on_toast,Noun,66,Repas des aliments et des collations,0,
146,germes de soja,Noun,73,Légumes et salades alimentaires,0,
147,ours,Noun,10,Mammifère,0,animal mammal wild zoo
148,bed_four_poster,Noun,18,Meubles de construction,0,
149,heure du coucher,Noun,44,Temps descriptif,0,calendar diary time
150,bee_bumble,Noun,13,Araignées et les insectes des animaux,0,insect
151,miel d'abeille,Noun,13,Araignées et les insectes des animaux,0,insect
152,du boeuf,Noun,67,viande alimentaire,0,beef food meat
153,ruche,Noun,9,Habitat animal,0,animal
154,Bière,Noun,48,Type de boisson,0,alcohol drink
155,bees_nest,Noun,9,Habitat animal,0,animal insect
156,scarabée,Noun,13,Araignées et les insectes des animaux,0,insect
157,betterave,Noun,73,Légumes et salades alimentaires,0,
158,avant,Noun,40,Position descriptive,0,direction position
159,begin_start,Noun,39,Direction descriptive,0,abstract position
160,derrière,Noun,40,Position descriptive,0,direction position
161,cloche,Noun,16,Sommaire construction,0,celebration
162,au dessous de,Noun,40,Position descriptive,0,direction position
163,ceinture,Noun,30,vêtements général,0,clothes
164,banc,Noun,19,Jardin Construction et ferme,0,gardening
165,bandé,Noun,100,Science,0,
166,bendy_1,Noun,100,Science,0,
167,baie,Noun,62,Fruit alimentaire,0,
168,à côté de,Noun,40,Position descriptive,0,direction position
169,entre,Noun,40,Position descriptive,0,direction position
170,bavoir,Noun,30,vêtements général,0,clothes
171,vélo,Noun,110,Transport routier,0,transport travel
172,big_mac_switch,Noun,33,aide à la communication,0,AAC electric
173,grande roue,Noun,79,Vacances et Voyage,0,holiday
174,bikini,Noun,30,vêtements général,0,clothes swimwear
175,bin_bag,Noun,16,Sommaire construction,0,home house
176,sacs poubelle,Noun,16,Sommaire construction,0,
177,loto,Noun,80,Jeux loisirs,0,
178,bingo_marker,Noun,80,Jeux loisirs,0,
179,oiseau,Noun,5,Oiseaux animaux,0,animal bird pet wild
180,bird_bath,Noun,9,Habitat animal,0,animal bird
181,volière,Noun,9,Habitat animal,0,animal bird
182,mangeoire pour les oiseaux,Noun,9,Habitat animal,0,animal bird
183,graines pour oiseaux,Noun,2,Alimentation animale Activité,0,animal bird
184,gâteau d'anniversaire,Noun,28,célébration article,0,celebration food
185,carte d'anniversaire,Noun,28,célébration article,0,celebration
186,biscuit_chocolate_chip,Noun,55,Et la cuisson des aliments Breads,0,food snack
187,des biscuits,Noun,55,Et la cuisson des aliments Breads,0,food snack
188,noir,Noun,14,art Couleur,0,
189,la mûre,Noun,62,Fruit alimentaire,0,
190,tableau noir,Noun,17,Domestiques du bâtiment et appareils,0,class school
191,jus de cassis,Noun,48,Type de boisson,0,drink juice
192,groseilles,Noun,62,Fruit alimentaire,0,
193,vessie,Noun,74,Les parties du corps Santé,0,
194,bladder_kidneys,Noun,74,Les parties du corps Santé,0,
195,couverture,Noun,16,Sommaire construction,0,
196,blanket_chest,Noun,18,Meubles de construction,0,
197,blender_drinks,Noun,65,Cuillères de cuisine articles,0,
198,"bénissez _, _ à",Verb,98,religion générale,0,celebration Christian
199,aveugle,Noun,90,personnes descriptif,0,
200,blind_2,Noun,90,personnes descriptif,0,
201,stores,Noun,16,Sommaire construction,0,home house
202,pression artérielle,Noun,77,Santé Conditions médicales,0,clinic health hospital medical
203,chemisier,Noun,30,vêtements général,0,clothes
204,bleu,Noun,14,art Couleur,0,
205,bleu fonçé,Noun,14,art Couleur,0,
206,lumière bleue,Noun,14,art Couleur,0,
207,fard à joues,Noun,76,articles Santé Toilettage,0,grooming
208,bateau,Noun,112,Transport par eau,0,transport travel
209,bobble_hat,Noun,30,vêtements général,0,clothes hat
210,boccia,Noun,103,sport,0,
211,boccia_chute,Noun,104,Sport Accessoires,0,
212,body_outline,Noun,74,Les parties du corps Santé,0,body
213,boulon,Noun,107,Outillage,0,DIY tools workshop
214,OS,Noun,2,Alimentation animale Activité,0,animal
215,bone_2,Noun,74,Les parties du corps Santé,0,
216,feu,Noun,19,Jardin Construction et ferme,0,celebration
217,Bonfire_Night,Noun,27,Réjouissances,0,celebration
218,book_end,Noun,16,Sommaire construction,0,
219,book_ends,Noun,16,Sommaire construction,0,
220,étagère à livres,Noun,18,Meubles de construction,0,
221,bibliothèque,Noun,18,Meubles de construction,0,
222,bottillons,Noun,30,vêtements général,0,clothes footwear
223,bottes,Noun,30,vêtements général,0,clothes footwear
224,tous les deux,Noun,41,Quantité descriptive,0,abstract direction position
225,bas,Noun,40,Position descriptive,0,direction position
226,bottom_2,Noun,40,Position descriptive,0,abstract adjective position
227,bottom_3,Noun,74,Les parties du corps Santé,0,
228,arc,Noun,29,Vêtements Accessoires,0,
229,arc et des flèches,Noun,104,Sport Accessoires,0,games sport
230,nœud papillon,Noun,29,Vêtements Accessoires,0,
231,bol,Noun,65,Cuillères de cuisine articles,0,cooking feeding kitchen
232,bowler_1,Noun,103,sport,0,
233,bowling,Noun,103,sport,0,games sport
234,boule de bowling,Noun,104,Sport Accessoires,0,
235,bowling_gutter,Noun,104,Sport Accessoires,0,
236,bowling_pins,Noun,104,Sport Accessoires,0,
237,bowling_spare,Noun,104,Sport Accessoires,0,
238,bowling_strike,Noun,104,Sport Accessoires,0,
239,boxer_shorts,Noun,30,vêtements général,0,clothes underwear
240,Boxing_Day,Noun,97,festival de la religion,0,celebration Christian
241,soutien-gorge,Noun,30,vêtements général,0,clothes underwear
242,bracelet_1,Noun,31,vêtements Bijoux,0,clothes jewellery
243,bracelet_2,Noun,31,vêtements Bijoux,0,clothes jewellery
244,cerveau,Noun,74,Les parties du corps Santé,0,
245,branche,Noun,94,Plantes et les arbres,0,gardening plant
246,noix du Brésil,Noun,68,noix alimentaires,0,
247,pain,Noun,55,Et la cuisson des aliments Breads,0,food
248,chapelure,Noun,55,Et la cuisson des aliments Breads,0,
249,bread_roll,Noun,55,Et la cuisson des aliments Breads,0,food
250,bread_roll_2,Noun,55,Et la cuisson des aliments Breads,0,
251,bread_roll_3,Noun,55,Et la cuisson des aliments Breads,0,
252,bread_roll_filled,Noun,55,Et la cuisson des aliments Breads,0,
253,bread_roll_granary,Noun,55,Et la cuisson des aliments Breads,0,
254,bread_slice,Noun,55,Et la cuisson des aliments Breads,0,
255,bread_sliced,Noun,55,Et la cuisson des aliments Breads,0,
256,breafkfast_continental_1,Noun,66,Repas des aliments et des collations,0,
257,breafkfast_continental_2,Noun,66,Repas des aliments et des collations,0,
258,breafkfast_fried,Noun,66,Repas des aliments et des collations,0,
259,"briser _, _ à",Verb,43,descriptif État,0,abstract
260,BREAK_2,Noun,43,descriptif État,0,abstract
261,"break_egg _, _ à",VerbComplex,64,Nourriture actions cuisine,0,cooking
262,break_time_1,Noun,117,Les travaux et le calendrier scolaire,0,class office school
263,break_time_2,Noun,117,Les travaux et le calendrier scolaire,0,class school
264,breakfast_1,Noun,66,Repas des aliments et des collations,0,
265,breakfast_2,Noun,66,Repas des aliments et des collations,0,
266,breakfast_3,Noun,66,Repas des aliments et des collations,0,
267,breakfast_4,Noun,66,Repas des aliments et des collations,0,
268,breakfast_5,Noun,66,Repas des aliments et des collations,0,
269,breakfast_6,Noun,66,Repas des aliments et des collations,0,
270,l'heure du déjeuner,Noun,44,Temps descriptif,0,calendar diary time
271,breakfast_time_1,Noun,44,Temps descriptif,0,calendar diary time
272,briques,Noun,83,Jouets loisirs,0,play toys
273,bride,Noun,3,Toilettage pour animaux Activité,0,animal
274,briefcase_1,Noun,29,Vêtements Accessoires,0,clothes
275,briefcase_2,Noun,29,Vêtements Accessoires,0,clothes
276,brillant,Noun,50,électrique général,0,
277,bright_room,Noun,43,descriptif État,0,abstract
278,fèves,Noun,73,Légumes et salades alimentaires,0,
279,brocoli,Noun,73,Légumes et salades alimentaires,0,food vegetable
280,cassé,Noun,43,descriptif État,0,abstract
281,OS cassé,Noun,77,Santé Conditions médicales,0,
282,broche,Noun,31,vêtements Bijoux,0,clothes jewellery
283,balai,Noun,16,Sommaire construction,0,home house
284,manche à balai,Noun,28,célébration article,0,celebration
285,frère,Noun,93,People Relationship,0,family relationship relatives
286,marron,Noun,14,art Couleur,0,
287,"brush_animal _, _ à",VerbComplex,3,Toilettage pour animaux Activité,0,action animal
288,"brush_hair _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
289,"brush_teeth _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
290,choux de Bruxelles,Noun,73,Légumes et salades alimentaires,0,
291,bain moussant,Noun,76,articles Santé Toilettage,0,grooming
292,bubble_gum _-_ coup,Noun,71,Bonbons alimentaires et desserts,0,
293,bubble_mixture,Noun,83,Jouets loisirs,0,
294,bubble_wand,Noun,83,Jouets loisirs,0,
295,papier bulle,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
296,bulles,Noun,83,Jouets loisirs,0,
297,bubbles_blow,Noun,83,Jouets loisirs,0,play toys
298,seau,Noun,83,Jouets loisirs,0,play toys
299,Boucle,Noun,29,Vêtements Accessoires,0,grooming
300,bourgeon,Noun,94,Plantes et les arbres,0,gardening plant
301,perruche,Noun,5,Oiseaux animaux,0,animal bird pet
302,buffle,Noun,10,Mammifère,0,animal mammal
303,bulb_holder,Noun,50,électrique général,0,
304,bulb_holder_2,Noun,50,électrique général,0,
305,renflement,Noun,42,Forme descriptive,0,abstract adjective
306,petit pain _-_ hot_cross,Noun,55,Et la cuisson des aliments Breads,0,food
307,bun_currant,Noun,55,Et la cuisson des aliments Breads,0,
308,lits superposés,Noun,18,Meubles de construction,0,home house
309,brûler,Noun,77,Santé Conditions médicales,0,
310,autobus,Noun,83,Jouets loisirs,0,play toys transport travel vehicle
311,bus_double_decker,Noun,110,Transport routier,0,transport travel vehicle
312,bus_single_decker,Noun,110,Transport routier,0,transport travel vehicle
313,buisson,Noun,94,Plantes et les arbres,0,gardening plant
314,occupé,Noun,90,personnes descriptif,0,
315,beurre,Noun,56,Dairy alimentaire,0,diary food
316,papillon,Noun,13,Araignées et les insectes des animaux,0,insect
317,courge butternut,Noun,73,Légumes et salades alimentaires,0,
318,bouton,Noun,29,Vêtements Accessoires,0,clothes
319,C,Noun,1,Alphabet,0,alphabet letter
320,c _-_ lower_case,Noun,1,Alphabet,0,alphabet letter
321,chou,Noun,73,Légumes et salades alimentaires,0,food vegetable
322,télévision par câble,Noun,53,TV électrique,0,
323,cactus,Noun,94,Plantes et les arbres,0,gardening plant
324,café,Noun,59,Alimentation alimentaire et manger,0,
325,cafe_2,Noun,59,Alimentation alimentaire et manger,0,
326,cage,Noun,9,Habitat animal,0,animal
327,gâteau,Noun,55,Et la cuisson des aliments Breads,0,dessert food
328,cake_bar,Noun,55,Et la cuisson des aliments Breads,0,
329,cake_case,Noun,65,Cuillères de cuisine articles,0,cooking
330,cake_cup_cake,Noun,55,Et la cuisson des aliments Breads,0,
331,le mélange à gâteau,Noun,55,Et la cuisson des aliments Breads,0,
332,cake_slice,Noun,55,Et la cuisson des aliments Breads,0,
333,cake_slice_2,Noun,55,Et la cuisson des aliments Breads,0,
334,cake_sponge,Noun,55,Et la cuisson des aliments Breads,0,
335,cake_tin,Noun,65,Cuillères de cuisine articles,0,cooking kitchen
336,calculatrice,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
337,calendrier,Noun,117,Les travaux et le calendrier scolaire,0,class office school stationery
338,mois du calendrier,Noun,44,Temps descriptif,0,calendar diary season time
339,veau,Noun,74,Les parties du corps Santé,0,body
340,chameau,Noun,10,Mammifère,0,animal mammal wild zoo
341,caméra,Noun,51,médias électrique,0,
342,camera_compact,Noun,51,médias électrique,0,
343,camera_SLR,Noun,51,médias électrique,0,
344,ouvre-boîte,Noun,65,Cuillères de cuisine articles,0,cooking kitchen
345,can_opener_electric,Noun,65,Cuillères de cuisine articles,0,cooking electric
346,candle_2,Noun,28,célébration article,0,celebration
347,sucre d'orge,Noun,68,noix alimentaires,0,celebration food
348,candy_floss,Noun,71,Bonbons alimentaires et desserts,0,
349,candy_hearts,Noun,71,Bonbons alimentaires et desserts,0,
350,canoë,Noun,112,Transport par eau,0,transport travel
351,casquette,Noun,30,vêtements général,0,clothes hat
352,voiture,Noun,110,Transport routier,0,holiday travel
353,car_2,Noun,110,Transport routier,0,transport travel vehicle
354,coffre de voiture,Noun,110,Transport routier,0,transport travel vehicle
355,pare choc,Noun,110,Transport routier,0,transport travel vehicle
356,car_mechanic_1a,Noun,92,personnes Profession,0,job people profession work
357,car_mechanic_1b,Noun,92,personnes Profession,0,job people profession work
358,car_mechanic_2a,Noun,92,personnes Profession,0,job people profession work
359,car_mechanic_2b,Noun,92,personnes Profession,0,job people profession work
360,car_toy,Noun,83,Jouets loisirs,0,
361,car_transporter,Noun,110,Transport routier,0,transport travel vehicle
362,caravane,Noun,110,Transport routier,0,transport travel vehicle
363,les glucides,Noun,57,régime alimentaire,0,
364,carte,Noun,28,célébration article,0,celebration
365,papier carton,Noun,115,Travail et de la papeterie scolaire,0,class school
366,care_assistant_1a,Noun,92,personnes Profession,0,job people profession work
367,care_assistant_1b,Noun,92,personnes Profession,0,job people profession work
368,care_assistant_2a,Noun,92,personnes Profession,0,job people profession work
369,care_assistant_2b,Noun,92,personnes Profession,0,job people profession work
370,care_assistant_3a,Noun,92,personnes Profession,0,job people profession work
371,care_assistant_3b,Noun,92,personnes Profession,0,job people profession work
372,care_assistant_4a,Noun,92,personnes Profession,0,job people profession work
373,care_assistant_4b,Noun,92,personnes Profession,0,job people profession work
374,care_assistant_5a,Noun,92,personnes Profession,0,job people profession work
375,care_assistant_5b,Noun,92,personnes Profession,0,job people profession work
376,care_assistant_6a,Noun,92,personnes Profession,0,job people profession work
377,care_assistant_6b,Noun,92,personnes Profession,0,job people profession work
378,caretaker_1a,Noun,92,personnes Profession,0,job people profession work
379,caretaker_1b,Noun,92,personnes Profession,0,job people profession work
380,caretaker_2a,Noun,92,personnes Profession,0,job people profession work
381,caretaker_2b,Noun,92,personnes Profession,0,job people profession work
382,carol_singer,Noun,99,personne religion,0,celebration Christian
383,carpenter_1a,Noun,92,personnes Profession,0,job people profession work
384,carpenter_1b,Noun,92,personnes Profession,0,job people profession work
385,carpenter_2a,Noun,92,personnes Profession,0,job people profession work
386,carpenter_2b,Noun,92,personnes Profession,0,job people profession work
387,carotte,Noun,73,Légumes et salades alimentaires,0,food vegetable
388,Chariot,Noun,110,Transport routier,0,transport travel vehicle
389,carton_1,Noun,46,Conteneurs et mesures boire,0,drink
390,carton_2,Noun,46,Conteneurs et mesures boire,0,drink
391,cash_point,Noun,85,Argent,0,finance money
392,anacardier,Noun,68,noix alimentaires,0,
393,casserole,Noun,65,Cuillères de cuisine articles,0,cooking
394,casserole_1,Noun,65,Cuillères de cuisine articles,0,
395,casserole_2,Noun,65,Cuillères de cuisine articles,0,
396,cassette,Noun,51,médias électrique,0,
397,Château,Noun,22,bâtiment public,0,class school
398,sucre en poudre,Noun,63,Ingrédients alimentaires,0,food ingredient
399,chat,Noun,10,Mammifère,0,animal pet
400,cat_bed,Noun,9,Habitat animal,0,animal
401,cat_biscuits,Noun,2,Alimentation animale Activité,0,animal
402,la nourriture pour chat,Noun,2,Alimentation animale Activité,0,animal
403,chenille,Noun,13,Araignées et les insectes des animaux,0,insect
404,catherine_wheel,Noun,28,célébration article,0,celebration
405,choufleur,Noun,73,Légumes et salades alimentaires,0,food vegetable
406,cctv,Noun,51,médias électrique,0,
407,CD_player_personal,Noun,51,médias électrique,0,electric
408,plafond,Noun,26,Structure de bâtiment,0,home house
409,plafonnier,Noun,26,Structure de bâtiment,0,home house
410,"celebrate_2 _, _ à",Verb,27,Réjouissances,0,celebration Christian
411,"celebrate_3 _, _ à",Verb,27,Réjouissances,0,celebration
412,Fêter l'anniversaire,Noun,27,Réjouissances,0,celebration
413,fête,Noun,27,Réjouissances,0,celebration
414,raves,Noun,73,Légumes et salades alimentaires,0,
415,céleri,Noun,73,Légumes et salades alimentaires,0,
416,bétonnière,Noun,107,Outillage,0,
417,Mille-Pattes,Noun,13,Araignées et les insectes des animaux,0,insect
418,céréale,Noun,55,Et la cuisson des aliments Breads,0,breakfast meal
419,bol de céréales,Noun,65,Cuillères de cuisine articles,0,cooking
420,cereal_box_bran,Noun,55,Et la cuisson des aliments Breads,0,
421,cereal_box_museli,Noun,55,Et la cuisson des aliments Breads,0,
422,cereal_bran,Noun,55,Et la cuisson des aliments Breads,0,
423,cereal_museli,Noun,55,Et la cuisson des aliments Breads,0,
424,certificat,Noun,114,Le travail et l'éducation scolaire,0,class office school
425,chaise,Noun,18,Meubles de construction,0,home house
426,chair_computer,Noun,18,Meubles de construction,0,
427,chair_dining,Noun,18,Meubles de construction,0,
428,chair_wing_back,Noun,18,Meubles de construction,0,
429,chaise_lounge,Noun,18,Meubles de construction,0,
430,craie,Noun,115,Travail et de la papeterie scolaire,0,class school
431,caméléon,Noun,12,Reptiles et Amphibiens animaux,0,animal reptile
432,Champagne,Noun,48,Type de boisson,0,celebration
433,lustre,Noun,16,Sommaire construction,0,
434,"change_nappy _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
435,"change_tv_channel _, _ à",VerbComplex,53,TV électrique,0,
436,channel_bbc_1,Noun,53,TV électrique,0,
437,chapati,Noun,55,Et la cuisson des aliments Breads,0,
438,charge,Noun,50,électrique général,0,
439,charger_electric,Noun,52,téléphone électrique,0,
440,joue,Noun,74,Les parties du corps Santé,0,
441,fromage,Noun,56,Dairy alimentaire,0,
442,cheese_brie,Noun,56,Dairy alimentaire,0,diary food
443,cheeseburger,Interjection,66,Repas des aliments et des collations,0,food meal meat
444,cheese_grated,Noun,56,Dairy alimentaire,0,
445,"cheese_on_toast _, _ fondu",Noun,66,Repas des aliments et des collations,0,cooking
446,cheese_slices,Noun,56,Dairy alimentaire,0,
447,cheese_stilton,Noun,56,Dairy alimentaire,0,
448,guépard,Noun,10,Mammifère,0,animal mammal wild zoo
449,Carnet de chèque,Noun,85,Argent,0,finance money
450,Cerise,Noun,62,Fruit alimentaire,0,food fruit
451,chest_female,Noun,74,Les parties du corps Santé,1,body
452,chest_male,Noun,74,Les parties du corps Santé,1,body
453,commode,Noun,18,Meubles de construction,0,home house
454,châtaignes,Noun,68,noix alimentaires,0,
455,chewing-gum,Noun,71,Bonbons alimentaires et desserts,0,sweet
456,chewy_tube,Noun,59,Alimentation alimentaire et manger,0,feeding
457,poussin,Noun,5,Oiseaux animaux,0,bird celebration
458,poulet,Noun,70,volaille alimentaire,0,food meat
459,poitrine de poulet,Noun,70,volaille alimentaire,0,food meat
460,chicken_deep_fried,Noun,70,volaille alimentaire,0,
461,Poulailler,Noun,9,Habitat animal,0,animal bird
462,cuisse de poulet,Noun,70,volaille alimentaire,0,food meat
463,chicken_live,Noun,5,Oiseaux animaux,0,animal bird pet
464,Nuggets de poulet,Noun,70,volaille alimentaire,0,food meat
465,morceaux de poulet,Noun,70,volaille alimentaire,0,food meat
466,poulailler,Noun,9,Habitat animal,0,animal bird
467,childrens_tv,Noun,53,TV électrique,0,
468,piment,Noun,73,Légumes et salades alimentaires,0,
469,cheminée,Noun,26,Structure de bâtiment,0,celebration
470,chimpanzé,Noun,10,Mammifère,0,animal mammal wild zoo
471,menton,Noun,74,Les parties du corps Santé,0,
472,chou chinois,Noun,73,Légumes et salades alimentaires,0,
473,nourriture chinoise,Noun,66,Repas des aliments et des collations,0,food meal
474,chip_and_pin_device,Noun,85,Argent,0,finance money
475,tamia,Noun,10,Mammifère,0,animal mammal
476,chipmunk_2,Noun,10,Mammifère,0,animal mammal
477,chipmunk_3,Noun,10,Mammifère,0,animal mammal
